nome,renda,idade,etnia,sexo,casapropria,outrasrendas,estadocivil,escolaridade,default
"Tyler, Butcher",4873.561903851933,45.64282977528787,0,0,1,1,1,2,0
"Ashley, Walters",2748.185914612998,43.9868416888908,1,1,0,0,0,1,1
"Jaad, al-Badour",3359.9868346521807,34.56723457347659,0,0,0,1,0,1,0
"Mayra, Laws Dominguez",2173.499083948658,47.046360578251225,0,1,0,0,1,2,1
"Emilio, Cornejo",4225.990827398486,58.87002576113066,1,0,1,1,1,1,0
"Alyssa, Etchells",4132.148296931907,46.80070738241008,0,1,0,1,0,2,0
"Brandon, Kirksey",3517.2173889128535,51.673827389567954,1,0,0,0,0,1,0
"Dillon, Kania",2220.0583206658325,58.473681676234065,0,0,0,0,0,2,1
"Morgan, Dalton",3311.044391720883,31.321354257549835,1,1,0,0,0,1,1
"Latrice, Berg",2989.7891577602954,49.62141959165042,0,1,0,0,1,1,1
"Roman, Yazzie",3837.6741014160234,45.67685689269925,1,0,1,0,0,0,0
"Benjamin, Nuss",2700.387948280578,45.748894664685494,1,0,1,0,1,1,1
"Jaclyn, Walls",4803.477767998056,52.46062240558578,1,1,1,1,1,1,0
"Nastashia, Casillas",2658.1152134078866,33.76610497152894,1,1,0,0,0,1,1
"Janea, Bustamante",5052.87288658177,23.107081843114557,0,1,1,0,1,0,0
"Cherokee, Ortiz",3921.770694297765,44.66628210791025,0,1,0,0,0,2,1
"Jason, Chu",3925.6865915410986,21.70895569678396,1,0,0,0,1,2,1
"Irene, Beres",4067.243692105537,28.608056602213665,0,1,1,0,1,1,0
"Isaiah, Owens",1951.2829455781632,28.077559979503768,1,0,0,0,1,1,1
"Mubarak, el-Ahsan",2021.2413657512602,19.044486138038337,1,0,0,1,1,2,1
"Andy, Grado",2361.2529997791294,27.581592431268405,1,0,0,0,1,2,1
"Jamall, Ayres-Perry",2448.030564869872,46.80570546650272,1,0,0,0,0,2,1
"Saydie, Villanueva",2315.6863426223717,20.00816515274346,0,1,0,0,1,0,1
"Abbey, Tanabe",2155.280195160713,44.378734094004884,1,1,0,0,1,2,1
"Lourdes, Hernandez",3411.5547605322736,46.08706563244642,0,1,1,0,1,2,0
"Marquise, Griffin",2581.2235257443685,36.2215151153061,1,1,0,0,1,2,1
"Suhaa, el-Karimi",2202.867852254857,27.335617234643703,1,1,0,0,1,3,1
"Reed, Ketchum",2805.488766807995,18.009773979346434,0,1,0,0,1,2,1
"Laura, Walworth",1929.968007231776,30.493334192974036,0,1,0,0,1,2,1
"Hunter, Schryver",3418.105978144954,47.81440112655365,1,0,1,0,1,2,0
"Raadiya, al-Mahdavi",3210.5760589470833,53.02274043257378,1,1,0,0,1,3,1
"Luke, Thomas",3019.5407533680163,29.359408931834164,0,0,1,0,0,3,0
"Ryan, Davis",1755.138819672092,18.429982777684927,1,0,0,0,0,2,1
"Luwai, al-Sulaiman",3470.8264079783994,30.755631821325757,1,0,0,0,1,2,0
"Jana, Livesay",4271.165095634667,44.75689199532812,1,1,0,0,0,0,1
"Christine, Keodara",3236.9991331308165,33.62379004467854,1,1,1,0,1,2,0
"Edy, Camarena",5127.018499055491,27.873062457277214,1,0,0,0,1,1,0
"Abdus Samad, al-Yousuf",4848.303474525332,29.71107777559696,0,0,1,1,1,3,0
"Lannis, Vizzini",4582.732157896409,60.397411440320724,1,1,1,0,1,2,0
"Cheyenne, Weeks",3294.2363170189383,31.156022465500378,0,1,1,0,1,2,0
"Jacob, Donovan",2377.3666164893316,39.96506781385134,1,0,0,0,1,0,1
"Saeed, el-Abdulla",3191.3271408378946,47.7395196638663,0,0,0,1,0,1,1
"Kala, Beck",3336.434064970183,54.15781545574275,1,1,0,0,0,1,1
"Spencer, Leger",3291.0992378446117,22.67246804035728,1,0,0,1,0,1,1
"Iffat, el-Shad",2884.0086122944854,27.424851017185084,1,1,0,0,1,1,1
"Jorge, Retana",3531.323281633826,53.40598448490927,0,0,1,0,1,1,0
"Alexandra, Quesada",4391.282137617516,19.13579187821597,1,1,0,1,1,2,1
"Dhareef, al-Kanan",4038.9455110674935,28.967159188081414,0,0,1,1,1,3,0
"Mcdyess, Chavez",3553.231871794354,63.15439660287731,0,0,0,0,1,2,1
"Bobbie, Sine",3054.0864652967243,26.05140449023998,1,1,0,0,0,2,1
"Bethany, Jenkins",3143.3096578587424,42.1014775095521,1,1,1,0,1,0,1
"Destiny, Reynolds",5073.368082219582,36.80397571226953,1,1,1,1,1,2,0
"Baahir, el-Ayoub",3814.812431764406,36.95150368101715,0,0,1,0,1,1,0
"Matthew, Ruiz",5251.840069469773,48.20121109770131,0,0,0,0,0,1,0
"Essence, Oberosler",3165.7010667811733,38.21110897579103,0,1,1,0,0,1,0
"Joseph, Ward",2052.9249911837696,46.93721131636373,1,0,0,0,1,2,1
"Kamee, Absher",5185.320325463169,43.733256201015564,0,1,0,0,1,2,0
"Keisha, Candelaria",3420.9884445269063,32.1198271408238,1,1,0,1,1,2,1
"Cetan, Santio",4005.517609398803,64.19198390885272,1,1,1,0,1,2,0
"Hibbaan, el-Naqvi",4010.0558768714545,45.22780019029276,0,0,0,1,1,0,0
"Mikio, Hoang",2703.9475195555165,49.24221010914297,1,0,0,1,1,2,1
"Walter, Sisneros",4830.416963930453,30.560970324188077,0,0,1,1,1,2,0
"Heather, Wingo",2435.8248244863676,39.67362991372236,1,1,0,0,1,2,1
"Baahir, el-Salahuddin",4316.1970391796785,44.093529220970154,0,0,0,0,1,2,0
"Donae, Henderson",3769.6575361347946,28.0007988856263,0,0,0,1,1,2,0
"Andrew, Nguyen",4502.3949876693605,23.091138148829817,1,0,0,0,0,2,0
"Dustin, Elliott",2340.6190255005076,51.93530105503233,1,0,0,0,1,2,1
"Tahleela, el-Odeh",3533.9324582374848,43.554440871736404,0,1,1,1,1,2,0
"Wajeeb, el-Mady",4018.5376838293028,39.1322529195338,0,0,1,0,0,3,0
"Mashal, el-Youssef",4800.967786321167,54.881107422302215,0,0,0,0,0,2,0
"Paul, Swisher",3489.2404410135846,52.44701453210678,1,0,1,0,0,0,0
"Karla, Tenorio",3482.28964363901,37.11855295878783,0,1,1,1,0,1,1
"Gabriel, Salazar",4470.501259299806,21.261186022616798,1,0,1,1,1,2,0
"Dhaahir, el-Zafar",3105.2115990866314,33.070818793315034,0,0,1,0,1,3,0
"Frank, Hannan",4058.3405040665493,26.708525471265503,1,0,1,0,1,2,0
"Richard, Lehi",4316.077769227926,21.12146157146087,0,0,1,0,0,2,0
"Gerald, Wynn",4109.128207888468,46.470294711761866,0,0,1,1,1,2,0
"Jacob, Lowdon",3532.058653839323,26.0871235997299,1,0,0,0,0,2,1
"Eduardo, Garza",4287.671360558815,24.01953260723484,0,0,1,0,1,2,0
"Morgan, Kunimune",3348.6202793270018,52.42516011780254,1,1,0,0,0,2,0
"Thanh, Ngan",3707.308224976212,26.690553320304254,1,0,1,1,1,2,0
"Minh-Tom, Moua",4998.495630492103,25.791688531738583,0,0,0,0,0,3,0
"Ricardo, Paiva",4802.265882057085,28.626725897934254,0,0,1,0,1,2,0
"Wajdi, al-Farra",3815.48828472459,20.225783764735965,0,0,1,1,0,2,0
"Brittany, Brandon",3253.2524436201325,21.068156263791025,0,1,0,0,1,1,0
"Jenae, Buford",3169.0500024856765,34.94926530477755,0,1,1,0,1,2,0
"Brittni, Merritt",3879.50446306804,20.79672634974122,1,1,0,0,1,1,1
"Aughinique, Miller",3872.481942973529,33.20455617254207,1,1,0,0,1,2,1
"Chloe, Rothfield",3299.230075042632,51.05136582116702,1,1,1,0,1,3,0
"Tonia, Preciado Alvarez",3666.271169089965,18.45421419478953,0,1,1,1,0,1,0
"Arisai, Infante",3134.7823710661614,41.866418131976275,0,1,1,1,1,2,0
"Hugh, Johnson",3235.450967939809,43.784517591026805,1,0,1,0,0,2,0
"Zain, al-Hashmi",4431.845486188517,32.603627679690796,0,0,0,0,1,3,0
"Morgan, Barrett",3385.405639289494,49.745438153297755,1,1,0,0,1,1,1
"Sadi, el-Rafiq",4370.600508384331,52.82220636130202,0,0,1,0,1,2,0
"Kennedy, Jackson",2855.605119706634,38.26582121915873,1,1,0,0,0,1,1
"Rebekah, Miller",5112.153725008879,54.02682940078246,0,1,1,1,0,0,0
"Ace, Liang",3947.913191439217,59.03479258962608,0,0,0,0,1,2,0
"Mahalia, Allen",3397.6187855183957,56.417959319122176,1,1,0,0,0,2,1
"Crystal, Evans",3836.1834397717644,36.20614429603975,1,1,0,0,1,2,1
"Shalynn, Valdez",5232.124261930219,37.93134813490824,1,1,1,0,1,1,0
"Tanner, Garcia",4307.302530795437,42.08403916992107,0,0,1,0,0,3,0
"Damion, Jelly",3667.407831116337,40.27860270712904,0,0,1,0,1,3,0
"Joslyn, Wilson",3186.169902568926,36.542691014530156,1,1,0,0,1,3,1
"Angelique, Lewis",3740.1688121106654,33.155421226707865,1,1,0,0,0,0,1
"Kayla, Bailey",4339.579289363595,48.100308250762,0,1,1,1,0,3,0
"Ghaaliya, al-Pashia",3032.397817773807,45.27192415640348,1,1,0,0,1,2,1
"Abigail, Davis",3803.421223015378,19.59686065465212,1,1,1,0,1,2,0
"Musheer, al-Sala",3024.0321416503107,51.754514964768525,1,0,0,0,1,1,1
"Catherine, Glammeyer",2789.7778456861383,31.123856460157846,1,1,1,0,1,1,1
"William, Stevens",3564.450473652778,68.12781211633467,0,0,1,0,1,2,0
"Suhaila, el-Kaba",2655.5996799862405,32.51152891761745,1,1,0,0,1,1,1
"Saajida, al-Idris",2436.379414536409,38.297166113558106,1,1,0,0,1,1,1
"Chace, Sills",5052.019591003465,45.671457145768905,0,0,0,1,1,1,0
"Khaleel, al-Haq",4700.970060331012,41.664889843935434,0,0,1,1,1,3,0
"Tyler, Darrow",3888.534755986397,41.8538359246707,0,0,0,0,1,1,1
"Sadoon, al-Saber",3450.2893897810936,56.51480743318122,0,0,1,1,1,2,0
"Brandon, Nguyen Do",4724.147578875848,52.33920673520936,1,0,1,1,1,1,0
"Andrea, Flowers",1654.268751939109,30.166621963650595,1,1,0,0,1,0,1
"Ghaidaa, al-Malak",4625.995113653357,19.962484243331332,0,1,1,0,1,2,0
"Melborne, Pham",4917.473904932807,26.52045867551648,0,0,1,0,1,3,0
"Casia, Schumacher",2319.223603038517,22.967177724340857,0,1,0,0,1,2,1
"Kareema, al-Younes",2006.8057571981685,50.05142618611108,1,1,1,0,1,1,1
"Talya, Arrington",3013.780896402912,39.77245641093432,0,1,0,0,0,2,1
"Davis, Wilson",2863.757874458468,51.24634078519101,1,0,0,1,0,0,1
"Lamar, Kim",2764.866715098126,31.463390412026847,1,0,0,0,0,1,1
"Ramzi, al-Ebrahim",3292.960875843539,50.66565942759338,1,0,1,1,1,1,1
"Waseem, al-Jabara",4021.1080310814104,48.69092550240856,1,0,1,0,0,1,0
"Moriah, Heiderstadt",2225.881733419199,56.12198609447277,0,1,0,0,1,1,1
"Raven, Bye",2440.8262235819216,50.42256436495201,0,1,0,1,1,1,1
"Ye Ming, Samadh",3470.5051256882934,44.25055942409077,1,0,1,1,0,2,1
"Shadhaa, al-Khalid",3854.5202651732748,50.76053598031933,0,1,0,0,1,1,1
"Casey, Kim",3922.7193979707868,47.109396243043875,0,0,1,1,0,2,0
"Mitchell, Bywater",2096.481656605864,30.214910421803893,1,0,1,0,1,2,1
"Ian, Snead",4109.371967698638,30.61016294659633,1,0,1,1,1,2,0
"Christopher, Strand",3861.190404543508,43.41260064716962,0,0,1,0,1,3,0
"Brittany, Trujillo",3170.608697218033,45.19316116975367,1,1,0,0,0,1,1
"Dustin, Soto",4148.729933331999,32.06353150881725,0,0,0,0,1,2,0
"Isaiah, Pridgen",4122.679730422915,44.91323208774066,0,0,0,0,1,2,0
"Mu'taz, al-Samara",4084.9487712602386,30.180827316805562,1,0,1,0,0,3,0
"Shauna, Schulte",3895.891124107773,36.43001705919515,0,1,0,0,0,2,1
"Joshua, Walpole",4209.820454850134,30.75046442436618,0,0,1,0,1,3,0
"Starla, Jouett",4504.628949477249,46.27985479628128,1,1,0,1,1,3,0
"Rayyaan, al-Turay",3316.217471907208,43.48355773889847,1,0,1,0,1,1,0
"Jacob, Valliere",3867.807369584917,37.31404807337199,0,0,1,1,1,2,0
"Samantha, Mickelson",2897.3336715079645,35.03160808833214,1,1,0,0,1,1,1
"Stephanie, Brown",3834.841602252462,43.95675842861002,1,1,0,0,1,3,1
"Phillip, Knight",4919.546023431572,44.79451834646161,1,0,1,0,1,3,0
"Muhammad, al-Fawaz",3278.540238110893,41.193455637992514,0,0,1,0,0,2,0
"Dillon, Lucero-Roller",3237.2557183518984,38.38718571737894,1,0,0,0,1,2,0
"Maria, Morales",3920.723742569846,21.629746409133077,0,1,0,0,1,3,1
"Ghaaziya, al-Mansouri",3459.5442864490124,19.837738840391037,0,1,0,0,1,2,1
"Andy, Culhane",4571.363367793716,33.00473908092758,0,0,1,0,1,2,0
"Trysten, Love",5278.060609435417,19.730779448524117,0,0,1,0,0,3,0
"Joshua, Burks",3652.35371265124,20.973691264167428,0,0,1,0,0,3,0
"Audrey, Mcneill",3008.2819543855758,37.73596094431757,1,1,1,1,0,2,0
"Rodolfo, Fernandez-Ward",3514.9491082352138,35.834007884256906,1,0,1,0,1,3,0
"Alexandra, Roberts",1791.3473872819068,31.199009336110095,1,1,1,0,0,2,1
"Kaila, Gonzales",3432.1365374282245,51.781623060974866,1,1,0,0,1,2,1
"Moon Ho, Hoeckel",3915.7847901731366,26.662766409797175,0,0,1,0,0,3,0
"Ivan, Radspinner",2430.004005875212,49.61939539129554,1,0,0,0,1,1,1
"Mushtaaqa, al-Farah",4699.408725656855,48.96663201678586,1,1,1,0,0,2,0
"Anthony, Diep",4139.634691447223,48.17464481475929,0,0,0,0,1,2,0
"Xavia, Hill",2397.0936398456215,19.888875429647612,0,1,0,0,1,2,1
"Girishkumar, Skalla",3076.5029163954887,40.14822699419539,0,0,1,0,0,3,0
"Zachery, Potter",3115.959294179246,67.32042440359828,1,0,1,0,1,3,0
"Zyre, Debose",3117.942196898726,41.18719370522078,1,1,0,0,0,1,1
"Tanner, Rupp",2086.578206568505,38.588872898241846,0,0,0,0,1,2,1
"David, Denardo",4013.406803950066,29.152262228860682,1,0,0,1,1,2,0
"Mariah, Hunt",2654.252226967564,45.13879607611306,1,1,0,1,1,1,1
"Bich Tram, Brierley",2307.5891755526513,36.67903053490697,1,1,0,0,0,1,1
"Deisha, Garrison",3687.444455736304,24.8966199377885,0,1,0,1,0,2,1
"Edwin, Lapaz",4654.744255965027,42.70414492616812,0,0,1,0,0,2,0
"Sergei, Pham",3922.8409387777383,27.836987850605297,0,0,0,1,0,2,0
"Michael, Stoltenberg",3358.2096794867853,51.32289294051888,0,0,0,1,0,3,1
"Anjanette, Lee",2782.1496636229786,47.97334529149379,1,1,0,0,0,0,1
"Macey, Platero",3996.0154005372005,37.60583202962255,0,0,0,0,0,1,1
"Christopher, Aguirre",3247.098432021857,33.94982194956079,1,0,1,1,1,2,0
"Taahir, al-Akram",4536.92514461459,25.913135660445988,0,0,1,1,1,2,0
"Emily, Hammond",3292.676314124443,37.66292723745204,0,1,1,1,1,2,0
"Zubaida, al-Mona",3772.3098155728503,24.206342615348788,1,1,0,0,0,2,1
"Cecilia, Rodriguez",3459.6725166752885,45.71711414549993,1,1,0,1,0,2,0
"Malik, Borom",3713.9216219359205,27.752803277126677,0,0,1,0,1,2,0
"Abbegail, Gruzinski",2730.182425549113,32.626726537697316,1,1,0,0,0,1,1
"Alma, Martinez",2934.1604847849612,59.068185283261414,0,1,0,0,1,2,1
"Madison, Zhang",3017.507781287691,32.23100737728478,1,1,1,0,0,0,1
"Michael, Duke",3540.6210169508995,25.581456233052542,0,0,1,0,0,0,0
"Colin, Floyd-Mcdowell",3188.546438058991,44.97209632703232,0,0,1,0,1,3,0
"Myranda, Buxton",3798.878054776544,69.11718952872698,0,1,0,0,0,1,1
"Chrisna, Vue",3409.2887780887813,33.91962005024297,0,1,1,1,1,2,0
"Katherine, Bohler",4639.5661035727535,41.30405353058483,0,1,1,1,1,3,0
"Jasmine, Lopez",3667.309590456238,53.860032532386484,0,1,0,0,1,3,0
"Brandon, Ceniceros",3151.044362999584,42.29810613154014,1,0,1,0,0,1,1
"Brandon, Howard",3017.9138192957234,38.85195153429166,0,0,0,0,1,2,1
"Taylor, Vasques Villicana",2408.3632707411225,28.973339261334075,1,1,0,0,0,1,1
"Dhaafir, al-Sarwar",2237.1940849929542,23.45854378727314,0,0,0,0,0,0,1
"Paige, Weiss",3323.560005980785,33.45880836723126,0,1,1,0,1,2,0
"Jumaima, el-Radi",2676.1632677650423,30.120324300705306,1,1,0,0,0,2,1
"Luis, Salinas",3919.332935279229,44.794054035021645,0,0,1,0,1,3,0
"Brandon, Ary",4333.2877299820575,33.50515882929572,1,0,1,0,1,2,0
"Marquis, Abraham",3112.8424054850475,22.441672525176198,0,0,1,1,0,1,0
"Cristal, Ortega",3857.952190771769,47.6218321314582,1,1,0,0,1,2,1
"Tanisha, Garcia",2337.8552902096562,21.410724051201196,0,1,0,0,0,1,1
"Orlando, Vasquez",4431.145039972449,45.93327731567028,0,0,0,0,0,2,1
"Laurissa, Marquez",3698.7565614569053,51.6869705491133,1,1,0,0,0,0,1
"Colton, Tohtsonie",2217.744323406991,56.896479240018685,1,0,0,0,1,2,1
"Awar, Gebresellassie",4094.810052318622,25.39187559725001,1,1,0,0,1,1,0
"Hunter, Gomez",4055.495837985548,29.06104959861466,1,0,1,0,0,3,0
"Eric, Kifletsion",2129.4059170457303,37.98275833497434,1,0,0,0,0,2,1
"Randy, Ellis",3173.7327709912056,37.07570183469236,1,0,1,0,0,3,0
"Nala, Malloy-Schulte",3764.745279002348,37.37819901080344,1,1,0,0,1,1,1
"Garrett, Mosley",4351.889216027506,37.36403616068365,0,0,1,0,1,2,0
"Eli, Le",4387.699984689874,45.38902294530365,0,0,0,1,1,2,0
"Julianna, Shonka",1967.9022031305121,20.75234556049885,1,1,0,0,0,1,1
"Eric, Williams",4457.4813916726625,35.061117662143666,0,0,0,0,1,3,0
"Alyssa, Carrico",2166.0436562189752,32.7391045996255,1,1,1,0,1,0,1
"Junior, Bowyer",2803.875762484847,19.778587170876563,1,0,0,0,1,1,1
"Nadheer, al-Abbas",4937.8475254048335,65.73092927728565,0,0,1,1,0,2,0
"Zameel, el-Zadeh",2158.364537971305,50.69966236882833,1,0,1,0,0,2,1
"Brittany, Eaby",3983.9740675678577,58.71556518258401,0,1,1,1,0,2,0
"Chaz, White",3850.624994585729,44.32793632942158,1,0,1,0,1,2,0
"Arnulfo, Porras",4955.341710751179,41.40966878092585,0,0,0,1,0,2,0
"Chantalle, Lacombe",4210.304769743374,32.28348400597701,0,1,1,0,1,0,0
"Yoaiht, Hernandez",4327.442771401995,22.87588279461785,0,0,1,0,0,0,0
"Musaaid, al-Saidi",3017.4002639718783,26.606664901224022,0,0,0,0,1,2,0
"Darren, Kim",3223.1428422803083,43.47579632386619,1,0,0,0,1,2,0
"Bobby, Sprott",3490.904207617955,37.77293313515075,0,0,0,0,1,3,0
"Paolo, Singh",3276.556112941188,40.72776528811396,0,0,0,1,1,3,0
"Sheyenne, Beyer",3351.0124276909332,31.578688086499593,1,1,0,0,1,2,0
"Raymond, Patterson",3401.9009767062257,28.031597635186728,0,0,1,0,1,2,0
"Stanley, Archer",5092.7436585340865,48.550762269091464,0,0,1,0,0,2,0
"Anneliese, Dunlavy",4371.771382108472,21.99097791593522,1,1,1,1,1,1,0
"Tyler, Cohen",4225.246687957312,54.182961924320686,0,0,0,0,1,2,0
"Shayla, Coleman",3030.4168396891814,37.326687111023205,0,1,0,1,0,1,1
"Mindy, Torres",4104.564594056857,38.496454951249554,1,1,0,0,0,0,1
"Morgan, Kotik",3363.744442788999,54.42662455135207,1,1,0,0,0,1,1
"Amanda, Rodriguez",2393.1553159036453,55.02227623720488,1,1,0,0,1,1,1
"Abdul Hakeem, al-Sarah",4428.200816418523,28.956033512452734,1,0,1,0,0,2,0
"Haazim, al-Quadri",3777.3831580023552,56.63686126653672,0,0,1,1,1,2,0
"D'Angelo, Montoya",3063.4382924993374,27.707554297467407,0,0,1,0,0,2,0
"Brandon, Awtrey",4495.137843885945,47.54409408347759,0,0,1,0,1,2,0
"Joseph, Dang",3248.236797947791,58.91183942818725,0,0,1,1,0,2,0
"Labeeba, al-Meskin",3703.4664507908738,42.369063084627115,0,1,1,0,1,2,0
"John, Williams",2958.5449215571243,23.776483905858694,0,0,0,0,0,0,0
"Trevor, Auyeung",4971.669010305917,36.12251624051069,0,0,1,1,0,2,0
"Brandon, Tye",4522.429674743271,30.088141809911654,0,0,1,1,0,2,0
"Malcolm, Jones",3493.9846880978607,28.460150875208363,0,0,0,0,0,0,0
"Saleet, el-Farooq",4812.079737783584,52.94145505410881,0,0,0,0,0,2,0
"Shelby, Colunga",3640.8629982838156,35.87027855557169,1,1,0,0,1,1,1
"Ashlie, Lipps",4654.52998533182,21.725911642424762,0,1,0,1,1,2,0
"Sakeen, el-Mian",4660.84658457248,46.039836605216536,0,0,1,0,0,2,0
"Mohammad Amir, Nguyen",4181.914585219481,40.64899268188323,1,0,1,1,0,2,0
"Cynthia, Moua",3668.0261681887837,18.75419081840664,1,1,0,0,0,0,1
"Munkhzaya, Kim",3741.807821345981,30.78612824782046,1,1,0,0,0,2,0
"Danielle, Wu",3345.5741949506933,25.352022150855007,1,1,0,0,0,1,1
"Kawkab, al-Salik",2799.602055556623,31.81986109544625,1,1,0,1,0,1,1
"Sabaah, al-Suleiman",4226.985540148495,20.125050427392125,0,0,1,1,1,3,0
"Caylin, Miyasato",3719.0421958667825,30.79708266726168,1,1,0,0,0,1,1
"Hunter, Harmon Moore",4445.114844873819,35.02053787298045,0,0,1,0,1,2,0
"Cheyenne, Machin",2417.0091548157693,48.45053878514166,1,1,0,0,1,0,1
"Sloan, Chen",2887.6401489462273,50.03846159837504,0,1,0,0,0,1,1
"Alexandra, Mclean",2902.037695742427,33.179282440030036,1,1,0,1,1,0,1
"Mariah, Bivings",4486.428721342582,40.63145496426893,1,1,1,0,0,1,0
"Anas, el-Amber",4158.677346224371,44.50335309887466,0,0,0,0,1,2,0
"Tyler, Solis",4418.043648040386,30.76769544070396,0,0,0,1,1,2,0
"Fateena, al-Hannan",2117.98708776134,31.192894453427723,1,1,0,0,1,1,1
"Carsen, Santee",4361.003943494588,48.593095674002406,0,1,0,0,1,3,1
"Noah, Fetzer",2840.6882336448507,37.964443819265036,0,0,1,0,1,2,0
"Luis, Suarez Luna",4190.8477537305,29.083042599035366,0,0,1,0,1,1,0
"Muaaid, al-Syed",2947.4826808943026,52.364666421160415,1,0,0,0,1,1,1
"Desiree, Contreras",3252.616188250054,38.75847279058934,1,1,0,0,0,1,1
"Haneef, al-Mitri",4371.845418912213,61.61130385605186,0,0,1,1,1,2,0
"Aurelio, Solorio",4347.4714946526055,45.16568015314476,0,0,1,0,1,3,0
"Arkaan, al-Ally",3426.260709447247,30.308476163322737,0,0,0,0,1,2,0
"Brittany, Leil",3571.0391009712457,31.44218409027249,1,1,1,0,0,1,1
"Tristen, Mondragon",2988.17059501925,30.951307784290325,1,0,1,0,0,2,0
"Jorge, Gomez",2371.7747947958856,51.054200255040755,1,0,0,0,1,0,1
"Manuel, Gonzales",4631.510121326869,40.36912702797541,0,0,0,0,0,0,0
"Shaamil, el-Ali",5028.608570131386,46.64741679010244,0,0,0,1,1,2,0
"Katelynn, Sanchez",2907.7140959037943,52.48335116088785,0,1,1,0,0,0,0
"Crystal, Mazyck Jr",4378.8668281834225,33.14145853660253,0,1,0,1,1,3,1
"Tory, Yohe-Ironwing",1765.087702194811,22.143561608464353,0,1,1,0,0,2,1
"Janely, Ramirez",3252.8663567082785,36.68691868719997,1,1,0,0,0,1,1
"Samraa, al-Zaki",2486.042263866525,23.60642587772512,0,1,0,0,1,2,1
"Yuki, Nguyen",2407.2308633919865,20.401558122597635,1,0,0,1,1,2,1
"Michael, Thomas",4758.4529728744,31.495347263077107,0,0,1,1,1,1,0
"Amanda, Parmer",2996.63353743522,50.126765156796274,1,1,0,0,1,1,1
"Benjamin, Brooks",2068.205403990952,46.97451257073803,1,0,1,1,0,0,1
"Natasha, Edmond",2629.8666473496246,40.30571523849302,0,1,0,0,1,2,1
"Myles, Broughton",4824.946525518031,59.595780386037944,0,0,1,1,1,2,0
"Karen, Guzman",2979.264990095619,36.793913764096814,1,1,0,0,0,2,1
"Jada, Ashcroft-Bitsilly",2882.569415286811,24.198928100602362,1,1,0,0,1,2,1
"Katherine, Lopez",3712.578507277719,43.91222914725078,1,1,1,1,0,2,0
"Gabriela, Montoya",4288.591912712097,42.26634815133696,0,1,1,0,0,2,0
"Rebecca, Tillapaugh",3505.8094655540403,58.94052256660637,0,1,0,0,1,1,1
"Adam, Turner",2719.601969366973,59.975360307232854,1,0,0,0,0,3,0
"Domenik, Colquitt",3053.6087291725107,48.98540556078391,0,0,1,0,0,2,0
"Suyin, Yang",4220.939218947124,23.846948168113244,0,1,1,0,0,3,0
"Tashina, Jaeger",3590.309723740933,55.661506479631306,0,1,0,1,0,3,0
"Austin, Black",2588.676639948721,44.855371668328225,0,0,1,0,1,3,0
"Emiliano, Guerrero",4751.427946377227,39.340214435415064,0,0,0,1,1,1,0
"Henry, Cuevas",3459.8689967439823,50.33346370916522,0,0,0,0,1,2,0
"Cuong, Hume",2896.157092943966,27.242614958308224,1,0,0,0,1,2,0
"Shelbie, Kutz",2911.690377384483,28.091831522286363,0,1,0,0,1,2,1
"Fateena, el-Dada",3466.3371398703694,48.95888020294169,1,1,0,0,1,2,0
"Katie, Jonas",5043.128101981732,40.23795844124743,0,1,0,0,1,3,0
"Brandon, Beaulieu",3687.145110515443,58.04793531905361,0,0,0,0,0,3,0
"Antwuan, Freyta",4076.5552882906177,31.775706047257593,0,0,1,0,1,2,0
"Jasoor, al-Asmar",4009.841190360782,18.907006313135984,0,0,1,1,0,3,0
"Maninder, An",4273.557849900755,30.766067326246294,0,0,1,0,1,1,0
"Braxton, Pacheco",4202.5154105896,35.85644229264772,1,0,1,1,1,1,0
"Malayaasjhalik, Burns",2917.6176791058533,37.994089744330786,0,1,1,0,1,2,1
"Marcellus, Thomas",4297.884520580829,64.118443501657,1,0,1,0,1,2,0
"Shalamar, Webber",3816.9090323073333,29.21383920774948,0,1,1,1,0,1,0
"Amir, Shells",2934.429689735389,39.40039775907232,0,0,1,0,1,2,0
"Rebecca, Zauberis",3205.642791612296,37.14315693927788,1,1,0,0,1,2,1
"Geoffrey, Tantillo",5060.057865936373,48.93691715756679,1,0,1,1,0,2,0
"Qaaid, el-Abdallah",3991.624302073048,44.42341856230528,1,0,0,0,1,0,1
"Katie, Keenan",4456.63725276508,36.360882691490964,0,1,1,0,0,2,0
"Mayra, Garcia",3346.8946211154935,35.10795923848507,1,1,0,0,1,2,1
"Jaad, el-Kamara",3880.23375960565,37.96656867683721,0,0,1,0,1,1,0
"Angel, Archuleta",5056.929297575422,52.36861990810728,0,0,1,1,0,2,0
"Radwa, al-Sani",3598.579931366011,37.767917666018164,0,1,1,0,0,0,0
"Sydnie, Eang",3741.6990589079523,48.785984786117226,1,1,0,0,0,1,1
"Kendrick, Padilla-Sanchez",5148.210214731404,34.988190357014446,1,0,0,0,0,2,0
"Baheej, el-Yasin",4084.3579863921564,41.448262249290096,1,0,0,1,0,3,1
"Blake, Gip",3180.5612634371473,24.98736355570961,0,0,1,1,1,1,0
"Joseph, Weidemann",2661.8512741485715,23.837848938185836,0,0,0,0,0,1,1
"Kristy, Leach",2770.451734270325,34.022043425577266,1,1,1,0,0,1,1
"Sean, Bagaporo",3129.009841082012,40.75754564875236,0,0,0,0,1,0,0
